Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,47.5424781944607,30.13357,15,1,19,10,0.1,268.3
2,0,68.5974760992046,45.39267,15,1,19,10,0.2,268.2
3,0,76.3009863361378,50.6886,15,1,19,10,0.3,268.1
4,0,77.7170475293232,51.70193,15,1,19,10,0.4,268
5,0,79.2301284777107,52.87059,15,1,19,10,0.5,267.9
6,0,79.2902955363075,52.92236,15,1,19,10,0.6,267.8
7,0,79.7974793178732,53.35876,15,1,19,10,0.7,267.7
8,0,80.4078082887468,53.88391,15,1,19,10,0.8,267.6
9,0,79.7545011871622,53.32178,15,1,19,10,0.9,267.5
10,1.265914,79.3676631447833,52.98893,15,1,19,10,1,267.4
11,1.898872,80.0295821433005,53.55847,15,1,19,10,1.1,267.3
12,3.164786,80.3820190859215,53.86172,15,1,19,10,1.2,267.2
13,3.164786,80.1843057382589,53.6916,15,1,19,10,1.3,267.1
14,6.23915,80.5281656499268,53.98747,15,1,19,10,1.4,267
15,6.329571,80.0983494768368,53.61764,15,1,19,10,1.5,266.9
16,6.872107,80.6313224612278,54.07623,15,1,19,10,1.6,266.8
17,6.872107,80.7000897947641,54.1354,15,1,19,10,1.7,266.7
18,6.148726,80.906391795373,54.31291,15,1,19,10,1.8,266.6
19,6.23915,80.1069497517763,53.62504,15,1,19,10,1.9,266.5
20,9.94647,80.0639599990721,53.58805,15,1,19,10,2,266.4
21,9.042245,80.5367543028731,53.99486,15,1,19,10,2.1,266.3
22,7.957176,80.3992196358005,53.87652,15,1,19,10,2.2,266.2
23,6.962529,80.8978031424267,54.30552,15,1,19,10,2.3,266.1
24,6.872107,80.7344792725288,54.16499,15,1,19,10,2.4,266
25,6.23915,80.6141219113489,54.06143,15,1,19,10,2.5,265.9
26,6.23915,80.7946463311256,54.21676,15,1,19,10,2.6,265.8
27,5.063657,80.717290344643,54.1502,15,1,19,10,2.7,265.7
28,5.063657,80.1499278824873,53.66202,15,1,19,10,2.8,265.6
29,4.4307,81.2297390682655,54.59398,15,1,19,10,2.9,265.5
30,4.4307,81.3819392552244,54.72713,15,1,19,10,3,265.4
31,6.329571,81.8384940931761,55.12654,15,1,19,10,3.1,265.3
32,6.23915,81.7623997150623,55.05997,15,1,19,10,3.2,265.2
33,6.23915,81.9568593155538,55.23009,15,1,19,10,3.3,265.1
34,6.23915,82.1174953821955,55.37062,15,1,19,10,3.4,265
35,6.962529,81.9822241082584,55.25228,15,1,19,10,3.5,264.9
36,5.063657,81.9399418332632,55.21529,15,1,19,10,3.6,264.8
37,4.4307,81.5679286838394,54.88984,15,1,19,10,3.7,264.7
38,5.063657,81.9061297301446,55.18571,15,1,19,10,3.8,264.6
39,4.973235,81.8723061962947,55.15612,15,1,19,10,3.9,264.5
40,8.138021,81.9568593155538,55.23009,15,1,19,10,4,264.4
41,6.872107,82.4556964285007,55.66649,15,1,19,10,4.1,264.3
42,7.957176,81.8384940931761,55.12654,15,1,19,10,4.2,264.2
43,6.962529,80.5969329834631,54.04664,15,1,19,10,4.3,264.1
44,8.228443,80.7516682004146,54.17978,15,1,19,10,4.4,264
45,6.329571,81.4242100994883,54.76411,15,1,19,10,4.5,263.9
46,5.244502,81.88076493744,55.16352,15,1,19,10,4.6,263.8
47,6.510417,81.8723061962947,55.15612,15,1,19,10,4.7,263.7
48,8.138021,81.58484616613,54.90464,15,1,19,10,4.8,263.6
49,8.138021,81.58484616613,54.90464,15,1,19,10,4.9,263.5
50,1.808449,81.58484616613,54.90464,15,1,19,10,5,263.4
51,2.441406,80.7000897947641,54.1354,15,1,19,10,5.1,263.3
52,3.164786,80.6055332584025,54.05404,15,1,19,10,5.2,263.2
53,4.4307,80.7344792725288,54.16499,15,1,19,10,5.3,263.1
54,5.063657,81.2635626021154,54.62357,15,1,19,10,5.4,263
55,6.23915,81.0775617427691,54.46085,15,1,19,10,5.5,262.9
56,8.318866,81.0691030016238,54.45345,15,1,19,10,5.6,262.8
57,7.052951,80.7602684753541,54.18718,15,1,19,10,5.7,262.7
58,7.052951,81.3142921875246,54.66795,15,1,19,10,5.8,262.6
59,6.419994,81.5510226322801,54.87505,15,1,19,10,5.9,262.5
60,5.244502,81.9737653671131,55.24488,15,1,19,10,6,262.4
61,6.510417,82.0329536936677,55.29666,15,1,19,10,6.1,262.3
62,5.244502,81.9653066259678,55.23748,15,1,19,10,6.2,262.2
63,6.419994,81.9145770405586,55.1931,15,1,19,10,6.3,262.1
64,6.419994,81.5679286838394,54.88984,15,1,19,10,6.4,262
65,7.052951,81.1705621724423,54.54221,15,1,19,10,6.5,261.9
66,6.419994,80.6742889699457,54.1132,15,1,19,10,6.6,261.8
67,8.409288,80.9149920703125,54.32031,15,1,19,10,6.7,261.7
68,7.143374,80.7946463311256,54.21676,15,1,19,10,6.8,261.6
69,8.409288,81.5510226322801,54.87505,15,1,19,10,6.9,261.5
70,7.052951,80.9149920703125,54.32031,15,1,19,10,7,261.4
71,6.510417,81.0606556912098,54.44606,15,1,19,10,7.1,261.3
72,6.691262,80.6313224612278,54.07623,15,1,19,10,7.2,261.2
73,7.052951,81.3481157213745,54.69754,15,1,19,10,7.3,261.1
74,6.419994,80.8204355339509,54.23895,15,1,19,10,7.4,261
75,2.803096,80.9493815480772,54.3499,15,1,19,10,7.5,260.9
76,2.622251,81.119832587033,54.49783,15,1,19,10,7.6,260.8
77,3.255208,81.5679286838394,54.88984,15,1,19,10,7.7,260.7
78,3.255208,80.6742889699457,54.1132,15,1,19,10,7.8,260.6
79,3.255208,80.6055332584025,54.05404,15,1,19,10,7.9,260.5
80,0.1808449,80.9407812731378,54.3425,15,1,19,10,8,260.4
81,1.446759,81.3058334463793,54.66055,15,1,19,10,8.1,260.3
82,2.079716,80.3648417800289,53.84694,15,1,19,10,8.2,260.2
83,3.345631,80.1413276075479,53.65462,15,1,19,10,8.3,260.1
84,5.15408,81.0860204839144,54.46825,15,1,19,10,8.4,260
85,4.521122,80.923592345252,54.32771,15,1,19,10,8.5,259.9
86,5.15408,81.28892739482,54.64576,15,1,19,10,8.6,259.8
87,5.15408,80.9579818230167,54.3573,15,1,19,10,8.7,259.7
88,5.15408,81.3058334463793,54.66055,15,1,19,10,8.8,259.6
89,5.244502,81.1113738458878,54.49043,15,1,19,10,8.9,259.5
90,5.244502,81.3311982390839,54.68274,15,1,19,10,9,259.4
91,7.052951,81.1959269651469,54.5644,15,1,19,10,9.1,259.3
92,8.318866,80.8548250117157,54.26854,15,1,19,10,9.2,259.2
93,7.052951,80.8204355339509,54.23895,15,1,19,10,9.3,259.1
94,8.318866,80.9149920703125,54.32031,15,1,19,10,9.4,259
95,7.052951,80.9751707509025,54.37209,15,1,19,10,9.5,258.9
96,6.600839,80.5711437806378,54.02445,15,1,19,10,9.6,258.8
97,6.419994,80.3132633743784,53.80256,15,1,19,10,9.7,258.7
98,6.419994,81.4326574099023,54.7715,15,1,19,10,9.8,258.6
