Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,46.5609287592004,29.47528,15,2,19,10,0.1,114.5
2,0,68.1172817683405,45.08201,15,2,19,10,0.2,114.4
3,0,75.7462785587559,50.34097,15,2,19,10,0.3,114.3
4,0,77.7863190078231,51.75371,15,2,19,10,0.4,114.2
5,0,79.1183713914701,52.77443,15,2,19,10,0.5,114.1
6,0,79.5739767673853,53.16645,15,2,19,10,0.6,114
7,1.446759,80.1929060131984,53.699,15,2,19,10,0.7,113.9
8,3.164786,80.5625435056983,54.01705,15,2,19,10,0.8,113.8
9,5.063657,80.3132633743784,53.80256,15,2,19,10,0.9,113.7
10,4.4307,80.1929060131984,53.699,15,2,19,10,1,113.6
11,5.063657,80.4851875192157,53.95049,15,2,19,10,1.1,113.5
12,6.962529,80.8032466060651,54.22416,15,2,19,10,1.2,113.4
13,8.228443,80.553954852752,54.00966,15,2,19,10,1.3,113.3
14,6.962529,80.3046514774457,53.79515,15,2,19,10,1.4,113.2
15,6.962529,80.1241386796621,53.63983,15,2,19,10,1.5,113.1
16,6.329571,80.1757170853126,53.68421,15,2,19,10,1.6,113
17,6.329571,80.5453545778125,54.00226,15,2,19,10,1.7,112.9
18,6.329571,81.2043742755609,54.57179,15,2,19,10,1.8,112.8
19,8.228443,80.6742889699457,54.1132,15,2,19,10,1.9,112.7
20,8.861401,80.6055332584025,54.05404,15,2,19,10,2,112.6
21,10.12731,80.6313224612278,54.07623,15,2,19,10,2.1,112.5
22,7.414641,80.4421977665115,53.9135,15,2,19,10,2.2,112.4
23,6.329571,80.4421977665115,53.9135,15,2,19,10,2.3,112.3
24,6.329571,79.9951926655358,53.52888,15,2,19,10,2.4,112.2
25,8.228443,80.5453545778125,54.00226,15,2,19,10,2.5,112.1
26,7.052951,79.8490577235237,53.40314,15,2,19,10,2.6,112
27,7.595486,80.6227221862883,54.06883,15,2,19,10,2.7,111.9
28,8.138021,80.7000897947641,54.1354,15,2,19,10,2.8,111.8
29,6.872107,80.2358841439094,53.73598,15,2,19,10,2.9,111.7
30,6.510417,80.4078082887468,53.88391,15,2,19,10,3,111.6
31,6.600839,80.7344792725288,54.16499,15,2,19,10,3.1,111.5
32,6.510417,80.6915011418178,54.12801,15,2,19,10,3.2,111.4
33,8.318866,80.4765872442762,53.94309,15,2,19,10,3.3,111.3
34,9.042245,80.1585281574268,53.66942,15,2,19,10,3.4,111.2
35,9.042245,80.6227221862883,54.06883,15,2,19,10,3.5,111.1
36,8.409288,81.026749156553,54.41647,15,2,19,10,3.6,111
37,9.042245,81.2043742755609,54.57179,15,2,19,10,3.7,110.9
38,12.20703,81.3988453067837,54.74192,15,2,19,10,3.8,110.8
39,10.30816,80.6915011418178,54.12801,15,2,19,10,3.9,110.7
40,8.409288,80.5883327085236,54.03924,15,2,19,10,4,110.6
41,8.409288,81.0521969500645,54.43866,15,2,19,10,4.1,110.5
42,7.143374,80.450798041451,53.9209,15,2,19,10,4.2,110.4
43,9.042245,80.7430679254751,54.17238,15,2,19,10,4.3,110.3
44,9.042245,81.2297390682655,54.59398,15,2,19,10,4.4,110.2
45,9.042245,81.0606556912098,54.44606,15,2,19,10,4.5,110.1
46,9.042245,80.7344792725288,54.16499,15,2,19,10,4.6,110
47,9.042245,80.2616733467347,53.75817,15,2,19,10,4.7,109.9
48,8.409288,80.0209818683611,53.55107,15,2,19,10,4.8,109.8
49,6.691262,80.3648417800289,53.84694,15,2,19,10,4.9,109.7
50,5.515769,80.5281656499268,53.98747,15,2,19,10,5,109.6
51,7.143374,80.5969329834631,54.04664,15,2,19,10,5.1,109.5
52,6.510417,80.0123815934216,53.54367,15,2,19,10,5.2,109.4
53,6.510417,81.0095602286672,54.40168,15,2,19,10,5.3,109.3
54,8.409288,80.7860576781794,54.20937,15,2,19,10,5.4,109.2
55,8.318866,80.5367543028731,53.99486,15,2,19,10,5.5,109.1
56,9.042245,80.8032466060651,54.22416,15,2,19,10,5.6,109
57,9.042245,80.0295821433005,53.55847,15,2,19,10,5.7,108.9
58,11.57407,80.9579818230167,54.3573,15,2,19,10,5.8,108.8
59,11.57407,81.2973861359653,54.65316,15,2,19,10,5.9,108.7
60,11.57407,80.9493815480772,54.3499,15,2,19,10,6,108.6
61,11.57407,80.4593983163905,53.9283,15,2,19,10,6.1,108.5
62,11.57407,80.8548250117157,54.26854,15,2,19,10,6.2,108.4
63,11.48365,80.5281656499268,53.98747,15,2,19,10,6.3,108.3
64,10.30816,81.0009599537277,54.39428,15,2,19,10,6.4,108.2
65,9.042245,80.9493815480772,54.3499,15,2,19,10,6.5,108.1
66,8.409288,80.3992196358005,53.87652,15,2,19,10,6.6,108
67,9.132668,80.6915011418178,54.12801,15,2,19,10,6.7,107.9
68,10.30816,80.6915011418178,54.12801,15,2,19,10,6.8,107.8
69,9.132668,81.0606556912098,54.44606,15,2,19,10,6.9,107.7
70,9.765625,80.7000897947641,54.1354,15,2,19,10,7,107.6
71,12.11661,80.8720139396015,54.28333,15,2,19,10,7.1,107.5
72,11.57407,80.8290358088904,54.24635,15,2,19,10,7.2,107.4
73,11.57407,80.5797440555773,54.03185,15,2,19,10,7.3,107.3
74,11.84534,80.1843057382589,53.6916,15,2,19,10,7.4,107.2
75,12.29745,80.3390525772036,53.82475,15,2,19,10,7.5,107.1
76,13.47295,80.6915011418178,54.12801,15,2,19,10,7.6,107
77,12.20703,80.9321926201914,54.33511,15,2,19,10,7.7,106.9
78,14.1059,81.119832587033,54.49783,15,2,19,10,7.8,106.8
79,13.20168,80.6829008668783,54.12061,15,2,19,10,7.9,106.7
80,12.11661,81.162103431297,54.53481,15,2,19,10,8,106.6
81,13.38252,80.7344792725288,54.16499,15,2,19,10,8.1,106.5
82,12.20703,81.0437382089192,54.43126,15,2,19,10,8.2,106.4
83,13.47295,80.6141219113489,54.06143,15,2,19,10,8.3,106.3
84,10.30816,80.8376244618367,54.25374,15,2,19,10,8.4,106.2
85,12.20703,81.0181488816135,54.40907,15,2,19,10,8.5,106.1
86,12.20703,80.7000897947641,54.1354,15,2,19,10,8.6,106
87,11.48365,80.863413664662,54.27593,15,2,19,10,8.7,105.9
88,11.57407,80.9579818230167,54.3573,15,2,19,10,8.8,105.8
89,12.20703,81.1113738458878,54.49043,15,2,19,10,8.9,105.7
90,13.47295,80.8118352590114,54.23155,15,2,19,10,9,105.6
91,13.47295,80.2960628244994,53.78776,15,2,19,10,9.1,105.5
92,11.57407,80.863413664662,54.27593,15,2,19,10,9.2,105.4
93,10.30816,81.1874682240016,54.557,15,2,19,10,9.3,105.3
94,9.132668,80.7086900697036,54.1428,15,2,19,10,9.4,105.2
95,10.30816,80.7774574032399,54.20197,15,2,19,10,9.5,105.1
96,9.042245,80.7774574032399,54.20197,15,2,19,10,9.6,105
97,8.409288,81.0181488816135,54.40907,15,2,19,10,9.7,104.9
98,9.042245,80.3648417800289,53.84694,15,2,19,10,9.8,104.8
99,9.042245,80.8204355339509,54.23895,15,2,19,10,9.9,104.7
100,9.403935,80.8720139396015,54.28333,15,2,19,10,10,104.6
101,11.57407,81.1113738458878,54.49043,15,2,19,10,10.1,104.5
102,11.57407,81.3988453067837,54.74192,15,2,19,10,10.2,104.4
103,11.84534,81.0095602286672,54.40168,15,2,19,10,10.3,104.3
104,12.11661,80.5453545778125,54.00226,15,2,19,10,10.4,104.2
105,12.20703,81.2381978094108,54.60138,15,2,19,10,10.5,104.1
106,12.02619,81.0521969500645,54.43866,15,2,19,10,10.6,104
107,11.57407,80.7946463311256,54.21676,15,2,19,10,10.7,103.9
108,11.48365,81.3819392552244,54.72713,15,2,19,10,10.8,103.8
109,10.30816,80.9837710258419,54.37949,15,2,19,10,10.9,103.7
110,10.39858,81.4411161510477,54.7789,15,2,19,10,11,103.6
111,11.57407,81.1874682240016,54.557,15,2,19,10,11.1,103.5
112,10.30816,81.3311982390839,54.68274,15,2,19,10,11.2,103.4
113,10.30816,80.906391795373,54.31291,15,2,19,10,11.3,103.3
114,10.30816,80.9837710258419,54.37949,15,2,19,10,11.4,103.2
115,11.57407,81.2635626021154,54.62357,15,2,19,10,11.5,103.1
116,12.20703,81.1029265354737,54.48304,15,2,19,10,11.6,103
117,9.132668,80.9751707509025,54.37209,15,2,19,10,11.7,102.9
118,10.30816,81.0437382089192,54.43126,15,2,19,10,11.8,102.8
119,11.57407,81.1113738458878,54.49043,15,2,19,10,11.9,102.7
120,10.30816,80.923592345252,54.32771,15,2,19,10,12,102.6
121,9.132668,81.119832587033,54.49783,15,2,19,10,12.1,102.5
122,8.499711,80.7430679254751,54.17238,15,2,19,10,12.2,102.4
123,8.499711,81.2212917578515,54.58659,15,2,19,10,12.3,102.3
124,8.409288,81.1705621724423,54.54221,15,2,19,10,12.4,102.2
125,8.499711,81.3565630317885,54.70493,15,2,19,10,12.5,102.1
126,9.042245,81.0944677943284,54.47564,15,2,19,10,12.6,102
127,9.042245,80.863413664662,54.27593,15,2,19,10,12.7,101.9
128,9.765625,80.4421977665115,53.9135,15,2,19,10,12.8,101.8
129,10.30816,81.0352908985052,54.42387,15,2,19,10,12.9,101.7
130,10.30816,80.8892028674872,54.29812,15,2,19,10,13,101.6
131,11.57407,80.6313224612278,54.07623,15,2,19,10,13.1,101.5
132,11.57407,80.6657003169994,54.10581,15,2,19,10,13.2,101.4
133,10.30816,80.9837710258419,54.37949,15,2,19,10,13.3,101.3
134,11.57407,79.9264253319995,53.46971,15,2,19,10,13.4,101.2
135,12.20703,80.8806025925477,54.29072,15,2,19,10,13.5,101.1
136,12.20703,81.2804686536747,54.63836,15,2,19,10,13.6,101
137,14.1059,81.4495748921929,54.7863,15,2,19,10,13.7,100.9
138,15.37182,80.9579818230167,54.3573,15,2,19,10,13.8,100.8
139,15.37182,80.6484997671204,54.09101,15,2,19,10,13.9,100.7
140,13.47295,81.1113738458878,54.49043,15,2,19,10,14,100.6
141,15.37182,80.6742889699457,54.1132,15,2,19,10,14.1,100.5
142,14.37717,80.6742889699457,54.1132,15,2,19,10,14.2,100.4
143,15.37182,81.0009599537277,54.39428,15,2,19,10,14.3,100.3
144,15.37182,80.4078082887468,53.88391,15,2,19,10,14.4,100.2
145,15.37182,80.8978031424267,54.30552,15,2,19,10,14.5,100.1
146,15.37182,81.0860204839144,54.46825,15,2,19,10,14.6,100
147,15.37182,80.8204355339509,54.23895,15,2,19,10,14.7,99.9
148,15.28139,80.4421977665115,53.9135,15,2,19,10,14.8,99.8
149,13.47295,80.1241386796621,53.63983,15,2,19,10,14.9,99.7
150,14.01548,80.1155384047226,53.63243,15,2,19,10,15,99.6
151,12.38788,80.7086900697036,54.1428,15,2,19,10,15.1,99.5
152,10.30816,80.5711437806378,54.02445,15,2,19,10,15.2,99.4
153,12.20703,80.4421977665115,53.9135,15,2,19,10,15.3,99.3
154,13.47295,80.8376244618367,54.25374,15,2,19,10,15.4,99.2
155,13.47295,80.3820190859215,53.86172,15,2,19,10,15.5,99.1
156,13.47295,81.0352908985052,54.42387,15,2,19,10,15.6,99
157,14.1059,81.2381978094108,54.60138,15,2,19,10,15.7,98.9
158,13.47295,80.5625435056983,54.01705,15,2,19,10,15.8,98.8
159,15.37182,80.4421977665115,53.9135,15,2,19,10,15.9,98.7
160,14.1059,81.1874682240016,54.557,15,2,19,10,16,98.6
161,11.57407,80.6227221862883,54.06883,15,2,19,10,16.1,98.5
162,10.30816,80.966570475963,54.36469,15,2,19,10,16.2,98.4
163,10.30816,80.5625435056983,54.01705,15,2,19,10,16.3,98.3
164,11.57407,80.5367543028731,53.99486,15,2,19,10,16.4,98.2
165,10.30816,81.0521969500645,54.43866,15,2,19,10,16.5,98.1
166,11.57407,81.4411161510477,54.7789,15,2,19,10,16.6,98
167,10.30816,81.2804686536747,54.63836,15,2,19,10,16.7,97.9
168,11.57407,81.1790209135876,54.54961,15,2,19,10,16.8,97.8
169,13.47295,80.7860576781794,54.20937,15,2,19,10,16.9,97.7
170,15.37182,80.553954852752,54.00966,15,2,19,10,17,97.6
171,16.27604,80.6742889699457,54.1132,15,2,19,10,17.1,97.5
172,16.18562,81.1113738458878,54.49043,15,2,19,10,17.2,97.4
173,15.28139,81.0181488816135,54.40907,15,2,19,10,17.3,97.3
174,16.54731,81.1874682240016,54.557,15,2,19,10,17.4,97.2
175,14.37717,80.6399111141741,54.08362,15,2,19,10,17.5,97.1
176,13.83463,80.9751707509025,54.37209,15,2,19,10,17.6,97
177,13.47295,80.906391795373,54.31291,15,2,19,10,17.7,96.9
178,14.1059,80.7000897947641,54.1354,15,2,19,10,17.8,96.8
179,16.63773,80.906391795373,54.31291,15,2,19,10,17.9,96.7
180,16.54731,80.5969329834631,54.04664,15,2,19,10,18,96.6
181,18.44618,81.2804686536747,54.63836,15,2,19,10,18.1,96.5
182,17.27069,81.1029265354737,54.48304,15,2,19,10,18.2,96.4
183,17.08984,80.4765872442762,53.94309,15,2,19,10,18.3,96.3
184,17.18027,80.5109651000478,53.97267,15,2,19,10,18.4,96.2
185,18.44618,81.0606556912098,54.44606,15,2,19,10,18.5,96.1
186,17.27069,81.1874682240016,54.557,15,2,19,10,18.6,96
187,17.27069,80.7430679254751,54.17238,15,2,19,10,18.7,95.9
188,16.54731,81.162103431297,54.53481,15,2,19,10,18.8,95.8
189,14.1059,80.966570475963,54.36469,15,2,19,10,18.9,95.7
190,14.1059,81.1705621724423,54.54221,15,2,19,10,19,95.6
191,16.63773,80.3390525772036,53.82475,15,2,19,10,19.1,95.5
192,15.37182,80.7516682004146,54.17978,15,2,19,10,19.2,95.4
193,14.1059,81.026749156553,54.41647,15,2,19,10,19.3,95.3
194,16.63773,80.923592345252,54.32771,15,2,19,10,19.4,95.2
195,16.63773,80.9923596787883,54.38688,15,2,19,10,19.5,95.1
196,16.63773,80.8462247367762,54.26114,15,2,19,10,19.6,95
197,17.27069,81.3988453067837,54.74192,15,2,19,10,19.7,94.9
198,18.44618,81.2635626021154,54.62357,15,2,19,10,19.8,94.8
199,18.5366,80.7000897947641,54.1354,15,2,19,10,19.9,94.7
200,18.44618,80.9407812731378,54.3425,15,2,19,10,20,94.6
201,17.81322,81.2804686536747,54.63836,15,2,19,10,20.1,94.5
202,16.63773,81.0775617427691,54.46085,15,2,19,10,20.2,94.4
203,16.54731,80.923592345252,54.32771,15,2,19,10,20.3,94.3
204,17.18027,80.553954852752,54.00966,15,2,19,10,20.4,94.2
205,15.37182,81.0352908985052,54.42387,15,2,19,10,20.5,94.1
206,16.63773,80.5453545778125,54.00226,15,2,19,10,20.6,94
207,16.54731,80.5109651000478,53.97267,15,2,19,10,20.7,93.9
208,15.28139,80.2960628244994,53.78776,15,2,19,10,20.8,93.8
209,17.18027,80.8032466060651,54.22416,15,2,19,10,20.9,93.7
210,16.63773,80.7000897947641,54.1354,15,2,19,10,21,93.6
211,15.37182,80.8892028674872,54.29812,15,2,19,10,21.1,93.5
212,18.5366,80.4250088386257,53.89871,15,2,19,10,21.2,93.4
213,17.27069,80.5797440555773,54.03185,15,2,19,10,21.3,93.3
214,18.5366,80.906391795373,54.31291,15,2,19,10,21.4,93.2
215,17.18027,80.8806025925477,54.29072,15,2,19,10,21.5,93.1
216,14.1059,81.162103431297,54.53481,15,2,19,10,21.6,93
217,14.01548,80.7688571283004,54.19457,15,2,19,10,21.7,92.9
