Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,33.7708904633119,21.36865,15,1,19,10,0.1,291
2,0,63.6244198405428,41.94587,15,1,19,10,0.2,290.9
3,0,73.5529784697619,48.83947,15,1,19,10,0.3,290.8
4,0,77.1629158354368,51.28772,15,1,19,10,0.4,290.7
5,0,78.9034691159218,52.58952,15,1,19,10,0.5,290.6
6,0,80.2100949410842,53.71379,15,1,19,10,0.6,290.5
7,0,80.1671168103731,53.67681,15,1,19,10,0.7,290.4
8,0,80.8204355339509,54.23895,15,1,19,10,0.8,290.3
9,0,80.4851875192157,53.95049,15,1,19,10,0.9,290.2
10,0,80.9321926201914,54.33511,15,1,19,10,1,290.1
11,0,81.162103431297,54.53481,15,1,19,10,1.1,290
12,0,80.923592345252,54.32771,15,1,19,10,1.2,289.9
13,0,80.4164085636862,53.89131,15,1,19,10,1.3,289.8
14,0,80.9493815480772,54.3499,15,1,19,10,1.4,289.7
15,0,80.8548250117157,54.26854,15,1,19,10,1.5,289.6
16,0,80.5969329834631,54.04664,15,1,19,10,1.6,289.5
17,0,81.0352908985052,54.42387,15,1,19,10,1.7,289.4
18,0,80.8204355339509,54.23895,15,1,19,10,1.8,289.3
19,0,80.8032466060651,54.22416,15,1,19,10,1.9,289.2
20,0,80.7860576781794,54.20937,15,1,19,10,2,289.1
21,0,81.0775617427691,54.46085,15,1,19,10,2.1,289
22,0,80.9149920703125,54.32031,15,1,19,10,2.2,288.9
23,0,81.3311982390839,54.68274,15,1,19,10,2.3,288.8
24,0,80.8204355339509,54.23895,15,1,19,10,2.4,288.7
25,0,81.1790209135876,54.54961,15,1,19,10,2.5,288.6
26,0,80.6829008668783,54.12061,15,1,19,10,2.6,288.5
27,0,81.026749156553,54.41647,15,1,19,10,2.7,288.4
28,0,80.4593983163905,53.9283,15,1,19,10,2.8,288.3
29,0,80.5969329834631,54.04664,15,1,19,10,2.9,288.2
30,0,80.9149920703125,54.32031,15,1,19,10,3,288.1
31,0,81.4833869953116,54.81588,15,1,19,10,3.1,288
32,0.9042245,81.1790209135876,54.54961,15,1,19,10,3.2,287.9
33,2.441406,80.3390525772036,53.82475,15,1,19,10,3.3,287.8
34,2.350984,80.8376244618367,54.25374,15,1,19,10,3.4,287.7
35,3.707321,81.0437382089192,54.43126,15,1,19,10,3.5,287.6
36,2.441406,80.7258789975894,54.15759,15,1,19,10,3.6,287.5
37,5.606192,81.0352908985052,54.42387,15,1,19,10,3.7,287.4
38,6.781684,80.7430679254751,54.17238,15,1,19,10,3.8,287.3
39,7.414641,81.119832587033,54.49783,15,1,19,10,3.9,287.2
40,7.505064,81.1282913281783,54.50523,15,1,19,10,4,287.1
41,5.606192,80.6829008668783,54.12061,15,1,19,10,4.1,287
42,6.872107,81.3396569802292,54.69014,15,1,19,10,4.2,286.9
43,5.606192,80.9579818230167,54.3573,15,1,19,10,4.3,286.8
44,3.707321,81.2043742755609,54.57179,15,1,19,10,4.4,286.7
45,4.973235,81.119832587033,54.49783,15,1,19,10,4.5,286.6
46,6.872107,80.8548250117157,54.26854,15,1,19,10,4.6,286.5
47,5.606192,80.8548250117157,54.26854,15,1,19,10,4.7,286.4
