Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,33.3717097532517,21.15415,15,1,19,10,0.1,266.4
2,0,63.7338843946689,42.01984,15,1,19,10,0.2,266.3
3,0,73.7836204351487,49.01698,15,1,19,10,0.3,266.2
4,0,77.5389323372128,51.56879,15,1,19,10,0.4,266.1
5,0,79.6341438259822,53.21822,15,1,19,10,0.5,266
6,0,79.8834355792953,53.43272,15,1,19,10,0.6,265.9
7,1.808449,79.9779921156568,53.51408,15,1,19,10,0.7,265.8
8,0,80.2444844188489,53.74338,15,1,19,10,0.8,265.7
9,2.441406,80.4851875192157,53.95049,15,1,19,10,0.9,265.6
10,4.973235,80.966570475963,54.36469,15,1,19,10,1,265.5
11,5.606192,80.906391795373,54.31291,15,1,19,10,1.1,265.4
12,6.872107,81.0944677943284,54.47564,15,1,19,10,1.2,265.3
13,8.770978,80.5625435056983,54.01705,15,1,19,10,1.3,265.2
14,7.505064,80.553954852752,54.00966,15,1,19,10,1.4,265.1
15,4.973235,80.8376244618367,54.25374,15,1,19,10,1.5,265
16,3.707321,80.657111664053,54.09842,15,1,19,10,1.6,264.9
17,5.606192,80.6657003169994,54.10581,15,1,19,10,1.7,264.8
18,4.973235,80.3218520273247,53.80995,15,1,19,10,1.8,264.7
19,4.973235,80.2015062881379,53.7064,15,1,19,10,1.9,264.6
20,2.441406,80.553954852752,54.00966,15,1,19,10,2,264.5
21,3.436053,80.2788622746205,53.77296,15,1,19,10,2.1,264.4
22,4.249856,80.7000897947641,54.1354,15,1,19,10,2.2,264.3
23,5.606192,80.5195653749873,53.98007,15,1,19,10,2.3,264.2
24,8.770978,80.3218520273247,53.80995,15,1,19,10,2.4,264.1
25,10.30816,80.5367543028731,53.99486,15,1,19,10,2.5,264
26,9.132668,80.6742889699457,54.1132,15,1,19,10,2.6,263.9
27,6.781684,81.119832587033,54.49783,15,1,19,10,2.7,263.8
28,2.441406,81.0095602286672,54.40168,15,1,19,10,2.8,263.7
29,4.973235,81.153656120883,54.52742,15,1,19,10,2.9,263.6
30,4.973235,80.6742889699457,54.1132,15,1,19,10,3,263.5
31,4.973235,80.717290344643,54.1502,15,1,19,10,3.1,263.4
32,3.707321,80.7516682004146,54.17978,15,1,19,10,3.2,263.3
33,2.441406,80.5453545778125,54.00226,15,1,19,10,3.3,263.2
