Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,29.6730603062075,18.484,15,1,19,10,0.1,201.2
2,0,62.3334986199046,41.0287,15,1,19,10,0.2,201.1
3,0,73.9181648299198,49.12053,15,1,19,10,0.3,201
4,0,78.5284522635787,52.30845,15,1,19,10,0.4,200.9
5,0,79.7716901150479,53.33657,15,1,19,10,0.5,200.8
6,0,80.6055332584025,54.05404,15,1,19,10,0.6,200.7
7,0,80.3992196358005,53.87652,15,1,19,10,0.7,200.6
8,1.356337,81.458022202607,54.79369,15,1,19,10,0.8,200.5
9,3.797743,81.3396569802292,54.69014,15,1,19,10,0.9,200.4
10,5.244502,80.5453545778125,54.00226,15,1,19,10,1,200.3
11,6.691262,80.6313224612278,54.07623,15,1,19,10,1.1,200.2
12,8.228443,80.2530846937884,53.75078,15,1,19,10,1.2,200.1
13,10.76027,80.8376244618367,54.25374,15,1,19,10,1.3,200
14,11.6645,81.0860204839144,54.46825,15,1,19,10,1.4,199.9
15,11.12196,80.3562298830963,53.83953,15,1,19,10,1.5,199.8
16,12.65914,80.5969329834631,54.04664,15,1,19,10,1.6,199.7
17,13.2921,80.8720139396015,54.28333,15,1,19,10,1.7,199.6
18,14.55802,80.3046514774457,53.79515,15,1,19,10,1.8,199.5
19,13.20168,80.8376244618367,54.25374,15,1,19,10,1.9,199.4
20,10.85069,81.0606556912098,54.44606,15,1,19,10,2,199.3
21,11.39323,81.1451973797377,54.52002,15,1,19,10,2.1,199.2
22,12.65914,80.8720139396015,54.28333,15,1,19,10,2.2,199.1
23,11.39323,80.9407812731378,54.3425,15,1,19,10,2.3,199
24,9.58478,80.7344792725288,54.16499,15,1,19,10,2.4,198.9
25,10.85069,80.8118352590114,54.23155,15,1,19,10,2.5,198.8
26,13.2921,80.7688571283004,54.19457,15,1,19,10,2.6,198.7
27,11.39323,80.9493815480772,54.3499,15,1,19,10,2.7,198.6
28,12.65914,80.7946463311256,54.21676,15,1,19,10,2.8,198.5
29,12.65914,80.8806025925477,54.29072,15,1,19,10,2.9,198.4
30,11.39323,80.6915011418178,54.12801,15,1,19,10,3,198.3
31,11.39323,81.0775617427691,54.46085,15,1,19,10,3.1,198.2
32,10.85069,81.3396569802292,54.69014,15,1,19,10,3.2,198.1
33,10.85069,81.5679286838394,54.88984,15,1,19,10,3.3,198
34,9.58478,81.7285761812124,55.03038,15,1,19,10,3.4,197.9
35,9.58478,82.2612253972778,55.49636,15,1,19,10,3.5,197.8
36,9.403935,81.9991301598177,55.26707,15,1,19,10,3.6,197.7
37,8.318866,82.1682249676047,55.415,15,1,19,10,3.7,197.6
38,10.76027,82.3288724649776,55.55554,15,1,19,10,3.8,197.5
39,10.85069,82.1005893306362,55.35583,15,1,19,10,3.9,197.4
40,10.57943,82.2527666561326,55.48896,15,1,19,10,4,197.3
41,9.58478,82.0836832790769,55.34104,15,1,19,10,4.1,197.2
42,10.76027,82.1005893306362,55.35583,15,1,19,10,4.2,197.1
43,12.65914,82.17668370875,55.4224,15,1,19,10,4.3,197
44,12.65914,81.6271170103939,54.94162,15,1,19,10,4.4,196.9
45,9.58478,82.1935897603093,55.43719,15,1,19,10,4.5,196.8
46,10.85069,82.1682249676047,55.415,15,1,19,10,4.6,196.7
47,12.65914,82.4895085316193,55.69607,15,1,19,10,4.7,196.6
48,11.39323,81.6609405442438,54.97121,15,1,19,10,4.8,196.5
49,11.39323,81.7877645077669,55.08216,15,1,19,10,4.9,196.4
50,11.39323,82.1344128644861,55.38542,15,1,19,10,5,196.3
51,11.39323,81.9314945228492,55.2079,15,1,19,10,5.1,196.2
52,13.2921,82.2527666561326,55.48896,15,1,19,10,5.2,196.1
53,14.64844,82.1428601749001,55.39281,15,1,19,10,5.3,196
54,13.2921,81.889212247854,55.17091,15,1,19,10,5.4,195.9
55,15.82393,81.9737653671131,55.24488,15,1,19,10,5.5,195.8
56,14.55802,82.007588900963,55.27447,15,1,19,10,5.6,195.7
