Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,15.564023908525,9.578541,15,1,19,10,0.1,228.9
2,0,57.3323783909556,37.30823,15,1,19,10,0.2,228.8
3,0,71.9999615840961,47.65601,15,1,19,10,0.3,228.7
4,0,77.7962053775819,51.7611,15,1,19,10,0.4,228.6
5,0,78.9722364494581,52.64869,15,1,19,10,0.5,228.5
6,0,79.9092247821205,53.45491,15,1,19,10,0.6,228.4
7,0,80.5797440555773,54.03185,15,1,19,10,0.7,228.3
8,0,80.9407812731378,54.3425,15,1,19,10,0.8,228.2
9,1.356337,81.1959269651469,54.5644,15,1,19,10,0.9,228.1
10,3.255208,80.966570475963,54.36469,15,1,19,10,1,228
11,4.521122,80.9579818230167,54.3573,15,1,19,10,1.1,227.9
12,4.249856,80.2788622746205,53.77296,15,1,19,10,1.2,227.8
13,3.255208,80.1327389546016,53.64723,15,1,19,10,1.3,227.7
14,3.255208,80.8892028674872,54.29812,15,1,19,10,1.4,227.6
15,3.255208,81.1959269651469,54.5644,15,1,19,10,1.5,227.5
16,1.989294,81.2635626021154,54.62357,15,1,19,10,1.6,227.4
17,3.255208,81.0095602286672,54.40168,15,1,19,10,1.7,227.3
18,5.15408,80.4336091135652,53.90611,15,1,19,10,1.8,227.2
19,6.419994,80.7344792725288,54.16499,15,1,19,10,1.9,227.1
20,5.063657,80.1929060131984,53.699,15,1,19,10,2,227
21,6.419994,80.7860576781794,54.20937,15,1,19,10,2.1,226.9
22,6.419994,80.7946463311256,54.21676,15,1,19,10,2.2,226.8
23,5.15408,81.1451973797377,54.52002,15,1,19,10,2.3,226.7
24,4.521122,80.9407812731378,54.3425,15,1,19,10,2.4,226.6
25,5.15408,80.8548250117157,54.26854,15,1,19,10,2.5,226.5
26,5.15408,81.4749396848976,54.80849,15,1,19,10,2.6,226.4
27,5.15408,81.1282913281783,54.50523,15,1,19,10,2.7,226.3
28,6.419994,81.3819392552244,54.72713,15,1,19,10,2.8,226.2
29,6.419994,81.7370349223577,55.03778,15,1,19,10,2.9,226.1
30,6.419994,81.1282913281783,54.50523,15,1,19,10,3,226
31,8.228443,81.0352908985052,54.42387,15,1,19,10,3.1,225.9
32,7.233796,81.1113738458878,54.49043,15,1,19,10,3.2,225.8
33,6.419994,80.3648417800289,53.84694,15,1,19,10,3.3,225.7
34,6.419994,80.5367543028731,53.99486,15,1,19,10,3.4,225.6
35,8.228443,81.2466565505561,54.60878,15,1,19,10,3.5,225.5
36,8.680555,80.9751707509025,54.37209,15,1,19,10,3.6,225.4
37,8.951823,80.5711437806378,54.02445,15,1,19,10,3.7,225.3
38,8.951823,80.8892028674872,54.29812,15,1,19,10,3.8,225.2
39,7.052951,81.3903865656385,54.73452,15,1,19,10,3.9,225.1
40,7.052951,81.1451973797377,54.52002,15,1,19,10,4,225
41,8.138021,80.9579818230167,54.3573,15,1,19,10,4.1,224.9
42,8.318866,80.906391795373,54.31291,15,1,19,10,4.2,224.8
43,8.318866,80.9751707509025,54.37209,15,1,19,10,4.3,224.7
44,7.052951,80.8806025925477,54.29072,15,1,19,10,4.4,224.6
45,6.419994,80.5453545778125,54.00226,15,1,19,10,4.5,224.5
46,7.052951,81.0691030016238,54.45345,15,1,19,10,4.6,224.4
47,6.419994,81.3903865656385,54.73452,15,1,19,10,4.7,224.3
48,7.052951,81.1367386385924,54.51262,15,1,19,10,4.8,224.2
49,8.951823,81.1113738458878,54.49043,15,1,19,10,4.9,224.1
50,8.951823,81.2466565505561,54.60878,15,1,19,10,5,224
51,8.951823,80.9407812731378,54.3425,15,1,19,10,5.1,223.9
52,6.962529,81.0009599537277,54.39428,15,1,19,10,5.2,223.8
53,5.15408,80.3734304329752,53.85433,15,1,19,10,5.3,223.7
54,5.15408,81.1367386385924,54.51262,15,1,19,10,5.4,223.6
55,6.419994,81.3565630317885,54.70493,15,1,19,10,5.5,223.5
56,6.419994,81.1790209135876,54.54961,15,1,19,10,5.6,223.4
57,6.781684,81.1113738458878,54.49043,15,1,19,10,5.7,223.3
58,7.324219,81.1282913281783,54.50523,15,1,19,10,5.8,223.2
59,9.132668,80.0983494768368,53.61764,15,1,19,10,5.9,223.1
60,7.233796,81.3819392552244,54.72713,15,1,19,10,6,223
61,7.957176,81.162103431297,54.53481,15,1,19,10,6.1,222.9
62,8.590133,81.0095602286672,54.40168,15,1,19,10,6.2,222.8
63,9.132668,80.7602684753541,54.18718,15,1,19,10,6.3,222.7
64,8.499711,81.415751358343,54.75671,15,1,19,10,6.4,222.6
65,6.600839,81.162103431297,54.53481,15,1,19,10,6.5,222.5
66,8.499711,81.3142921875246,54.66795,15,1,19,10,6.6,222.4
67,7.233796,81.5763874249847,54.89724,15,1,19,10,6.7,222.3
68,6.600839,81.58484616613,54.90464,15,1,19,10,6.8,222.2
69,7.233796,81.4918457364569,54.82328,15,1,19,10,6.9,222.1
70,6.781684,81.1959269651469,54.5644,15,1,19,10,7,222
71,6.510417,80.9493815480772,54.3499,15,1,19,10,7.1,221.9
72,6.600839,80.9923596787883,54.38688,15,1,19,10,7.2,221.8
73,6.600839,81.0775617427691,54.46085,15,1,19,10,7.3,221.7
74,7.233796,80.863413664662,54.27593,15,1,19,10,7.4,221.6
75,7.233796,81.1029265354737,54.48304,15,1,19,10,7.5,221.5
76,7.233796,80.3906309828541,53.86913,15,1,19,10,7.6,221.4
77,7.233796,80.966570475963,54.36469,15,1,19,10,7.7,221.3
78,7.233796,81.7793057666216,55.07476,15,1,19,10,7.8,221.2
79,6.781684,81.2804686536747,54.63836,15,1,19,10,7.9,221.1
80,6.23915,81.2973861359653,54.65316,15,1,19,10,8,221
81,5.334925,81.0352908985052,54.42387,15,1,19,10,8.1,220.9
82,6.600839,81.3819392552244,54.72713,15,1,19,10,8.2,220.8
83,5.334925,80.9751707509025,54.37209,15,1,19,10,8.3,220.7
84,5.87746,80.6141219113489,54.06143,15,1,19,10,8.4,220.6
85,7.233796,80.7086900697036,54.1428,15,1,19,10,8.5,220.5
86,6.600839,80.8978031424267,54.30552,15,1,19,10,8.6,220.4
87,6.600839,81.1029265354737,54.48304,15,1,19,10,8.7,220.3
88,7.233796,80.6313224612278,54.07623,15,1,19,10,8.8,220.2
89,6.600839,81.5087517880162,54.83807,15,1,19,10,8.9,220.1
90,2.170139,81.58484616613,54.90464,15,1,19,10,9,220
91,3.436053,81.415751358343,54.75671,15,1,19,10,9.1,219.9
92,3.436053,81.0437382089192,54.43126,15,1,19,10,9.2,219.8
93,4.701968,81.3734805140791,54.71973,15,1,19,10,9.3,219.7
94,5.334925,81.458022202607,54.79369,15,1,19,10,9.4,219.6
95,6.600839,80.8720139396015,54.28333,15,1,19,10,9.5,219.5
96,8.499711,81.026749156553,54.41647,15,1,19,10,9.6,219.4
97,8.499711,81.162103431297,54.53481,15,1,19,10,9.7,219.3
98,7.233796,81.3311982390839,54.68274,15,1,19,10,9.8,219.2
99,6.600839,81.2635626021154,54.62357,15,1,19,10,9.9,219.1
100,5.334925,81.0009599537277,54.39428,15,1,19,10,10,219
101,5.334925,81.0437382089192,54.43126,15,1,19,10,10.1,218.9
102,7.233796,81.5594813734254,54.88245,15,1,19,10,10.2,218.8
103,9.132668,81.3396569802292,54.69014,15,1,19,10,10.3,218.7
