Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,13.4968343266677,8.306334,15,4,19,10,0.1,60.4
2,0,56.1798764821093,36.45023,15,4,19,10,0.2,60.3
3,0,70.8734720153246,46.89417,15,4,19,10,0.3,60.2
4,0,76.2301698612645,50.64422,15,4,19,10,0.4,60.1
5,0,78.7065674556891,52.44159,15,4,19,10,0.5,60
6,0,79.2129279278317,52.85579,15,4,19,10,0.6,59.9
7,0,79.3934523476085,53.01112,15,4,19,10,0.7,59.8
8,2.712674,79.8404574485842,53.39574,15,4,19,10,0.8,59.7
9,3.978588,80.4593983163905,53.9283,15,4,19,10,0.9,59.6
10,4.611545,80.5797440555773,54.03185,15,4,19,10,1,59.5
11,4.611545,79.9092247821205,53.45491,15,4,19,10,1.1,59.4
12,4.611545,80.2444844188489,53.74338,15,4,19,10,1.2,59.3
13,6.510417,80.5969329834631,54.04664,15,4,19,10,1.3,59.2
14,5.87746,80.6055332584025,54.05404,15,4,19,10,1.4,59.1
15,7.233796,80.450798041451,53.9209,15,4,19,10,1.5,59
16,6.691262,80.1413276075479,53.65462,15,4,19,10,1.6,58.9
17,7.957176,80.7516682004146,54.17978,15,4,19,10,1.7,58.8
18,7.957176,80.2100949410842,53.71379,15,4,19,10,1.8,58.7
19,8.318866,80.8462247367762,54.26114,15,4,19,10,1.9,58.6
20,8.590133,80.5281656499268,53.98747,15,4,19,10,2,58.5
21,8.590133,79.9006361291742,53.44752,15,4,19,10,2.1,58.4
22,8.590133,80.28746254956,53.78036,15,4,19,10,2.2,58.3
23,6.691262,80.3820190859215,53.86172,15,4,19,10,2.3,58.2
24,8.590133,80.5711437806378,54.02445,15,4,19,10,2.4,58.1
25,8.499711,80.1843057382589,53.6916,15,4,19,10,2.5,58
26,4.79239,80.2272954909631,53.72859,15,4,19,10,2.6,57.9
27,6.058305,80.5367543028731,53.99486,15,4,19,10,2.7,57.8
28,7.957176,80.5625435056983,54.01705,15,4,19,10,2.8,57.7
29,8.590133,80.6742889699457,54.1132,15,4,19,10,2.9,57.6
30,7.957176,80.1843057382589,53.6916,15,4,19,10,3,57.5
31,7.957176,80.9149920703125,54.32031,15,4,19,10,3.1,57.4
32,7.957176,80.5109651000478,53.97267,15,4,19,10,3.2,57.3
33,8.590133,80.1843057382589,53.6916,15,4,19,10,3.3,57.2
34,8.590133,80.2015062881379,53.7064,15,4,19,10,3.4,57.1
35,11.03154,79.9436142598853,53.4845,15,4,19,10,3.5,57
36,11.03154,80.5969329834631,54.04664,15,4,19,10,3.6,56.9
37,11.6645,80.8462247367762,54.26114,15,4,19,10,3.7,56.8
38,8.590133,80.3562298830963,53.83953,15,4,19,10,3.8,56.7
39,9.765625,79.814668245759,53.37355,15,4,19,10,3.9,56.6
40,9.765625,80.28746254956,53.78036,15,4,19,10,4,56.5
41,9.675202,80.1241386796621,53.63983,15,4,19,10,4.1,56.4
42,8.590133,79.9092247821205,53.45491,15,4,19,10,4.2,56.3
43,11.12196,80.5711437806378,54.02445,15,4,19,10,4.3,56.2
44,10.12731,80.6399111141741,54.08362,15,4,19,10,4.4,56.1
45,9.403935,80.1155384047226,53.63243,15,4,19,10,4.5,56
46,8.590133,80.1241386796621,53.63983,15,4,19,10,4.6,55.9
47,8.499711,80.8032466060651,54.22416,15,4,19,10,4.7,55.8
48,9.494357,80.2272954909631,53.72859,15,4,19,10,4.8,55.7
49,10.21774,80.1327389546016,53.64723,15,4,19,10,4.9,55.6
50,11.03154,80.6399111141741,54.08362,15,4,19,10,5,55.5
51,11.03154,80.4250088386257,53.89871,15,4,19,10,5.1,55.4
52,11.6645,80.0553713461258,53.58066,15,4,19,10,5.2,55.3
53,11.6645,80.657111664053,54.09842,15,4,19,10,5.3,55.2
54,9.856047,80.5969329834631,54.04664,15,4,19,10,5.4,55.1
55,9.765625,80.9493815480772,54.3499,15,4,19,10,5.5,55
56,8.590133,80.5625435056983,54.01705,15,4,19,10,5.6,54.9
57,8.590133,80.3820190859215,53.86172,15,4,19,10,5.7,54.8
58,6.058305,80.2616733467347,53.75817,15,4,19,10,5.8,54.7
59,8.499711,80.3820190859215,53.86172,15,4,19,10,5.9,54.6
60,9.856047,80.7000897947641,54.1354,15,4,19,10,6,54.5
61,9.856047,80.3132633743784,53.80256,15,4,19,10,6.1,54.4
62,8.590133,80.6829008668783,54.12061,15,4,19,10,6.2,54.3
63,11.03154,80.3734304329752,53.85433,15,4,19,10,6.3,54.2
64,9.856047,80.5195653749873,53.98007,15,4,19,10,6.4,54.1
65,9.856047,80.4164085636862,53.89131,15,4,19,10,6.5,54
66,9.856047,80.1843057382589,53.6916,15,4,19,10,6.6,53.9
67,8.590133,80.3390525772036,53.82475,15,4,19,10,6.7,53.8
68,9.856047,80.0381707962468,53.56586,15,4,19,10,6.8,53.7
69,11.21238,80.5797440555773,54.03185,15,4,19,10,6.9,53.6
70,9.313513,80.9923596787883,54.38688,15,4,19,10,7,53.5
71,4.701968,81.0775617427691,54.46085,15,4,19,10,7.1,53.4
