Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,0,0,15,1,19,10,0.1,244.7
2,0,69.0319324842428,45.67374,15,1,19,10,0.2,244.6
3,0,78.8154111692995,52.52295,15,1,19,10,0.3,244.5
4,0,79.5739767673853,53.16645,15,1,19,10,0.4,244.4
5,0.1808449,79.6943225065722,53.27,15,1,19,10,0.5,244.3
6,1.989294,80.1843057382589,53.6916,15,1,19,10,0.6,244.2
7,6.419994,80.6742889699457,54.1132,15,1,19,10,0.7,244.1
8,8.318866,80.3218520273247,53.80995,15,1,19,10,0.8,244
9,8.951823,80.6484997671204,54.09101,15,1,19,10,0.9,243.9
10,8.951823,81.2720213432607,54.63097,15,1,19,10,1,243.8
11,11.48365,80.7258789975894,54.15759,15,1,19,10,1.1,243.7
12,11.48365,80.8548250117157,54.26854,15,1,19,10,1.2,243.6
13,12.11661,80.9751707509025,54.37209,15,1,19,10,1.3,243.5
14,12.11661,80.6227221862883,54.06883,15,1,19,10,1.4,243.4
15,12.11661,80.7430679254751,54.17238,15,1,19,10,1.5,243.3
16,11.48365,80.5625435056983,54.01705,15,1,19,10,1.6,243.2
17,11.48365,80.8032466060651,54.22416,15,1,19,10,1.7,243.1
18,11.48365,81.2212917578515,54.58659,15,1,19,10,1.8,243
19,11.03154,80.7344792725288,54.16499,15,1,19,10,1.9,242.9
20,12.11661,80.657111664053,54.09842,15,1,19,10,2,242.8
21,12.11661,80.9837710258419,54.37949,15,1,19,10,2.1,242.7
22,13.47295,80.9923596787883,54.38688,15,1,19,10,2.2,242.6
23,14.01548,80.7946463311256,54.21676,15,1,19,10,2.3,242.5
24,14.01548,80.6915011418178,54.12801,15,1,19,10,2.4,242.4
25,15.19097,80.8892028674872,54.29812,15,1,19,10,2.5,242.3
26,13.2921,81.0944677943284,54.47564,15,1,19,10,2.6,242.2
27,12.02619,80.9923596787883,54.38688,15,1,19,10,2.7,242.1
28,13.38252,81.6863053369484,54.9934,15,1,19,10,2.8,242
29,14.01548,80.717290344643,54.1502,15,1,19,10,2.9,241.9
30,13.92506,81.0860204839144,54.46825,15,1,19,10,3,241.8
31,14.01548,80.9493815480772,54.3499,15,1,19,10,3.1,241.7
32,13.38252,81.3396569802292,54.69014,15,1,19,10,3.2,241.6
33,15.19097,81.0009599537277,54.39428,15,1,19,10,3.3,241.5
34,15.19097,81.0352908985052,54.42387,15,1,19,10,3.4,241.4
35,15.19097,81.1367386385924,54.51262,15,1,19,10,3.5,241.3
36,14.01548,81.0009599537277,54.39428,15,1,19,10,3.6,241.2
37,16.54731,80.7774574032399,54.20197,15,1,19,10,3.7,241.1
38,16.54731,80.6055332584025,54.05404,15,1,19,10,3.8,241
