Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,0.396612236179372,0.2440864,15,1,19,10,0.1,211.8
2,0,50.792983642276,32.39692,15,1,19,10,0.2,211.7
3,0,69.0547937285403,45.68853,15,1,19,10,0.3,211.6
4,0,75.8525032710659,50.40754,15,1,19,10,0.4,211.5
5,0,78.4789802806717,52.27147,15,1,19,10,0.5,211.4
6,0,80.28746254956,53.78036,15,1,19,10,0.6,211.3
7,0,80.2530846937884,53.75078,15,1,19,10,0.7,211.2
8,0,80.9493815480772,54.3499,15,1,19,10,0.8,211.1
9,0,80.5109651000478,53.97267,15,1,19,10,0.9,211
10,1.356337,79.8404574485842,53.39574,15,1,19,10,1,210.9
11,2.622251,80.8204355339509,54.23895,15,1,19,10,1.1,210.8
12,3.888165,81.026749156553,54.41647,15,1,19,10,1.2,210.7
13,4.4307,80.7516682004146,54.17978,15,1,19,10,1.3,210.6
14,5.696614,81.3227509286699,54.67535,15,1,19,10,1.4,210.5
15,6.23915,80.1929060131984,53.699,15,1,19,10,1.5,210.4
16,6.419994,80.5109651000478,53.97267,15,1,19,10,1.6,210.3
17,5.787037,80.4078082887468,53.88391,15,1,19,10,1.7,210.2
18,5.787037,80.863413664662,54.27593,15,1,19,10,1.8,210.1
19,7.414641,81.3058334463793,54.66055,15,1,19,10,1.9,210
20,6.962529,80.2100949410842,53.71379,15,1,19,10,2,209.9
21,5.87746,80.4421977665115,53.9135,15,1,19,10,2.1,209.8
22,1.265914,80.7430679254751,54.17238,15,1,19,10,2.2,209.7
23,4.4307,80.8548250117157,54.26854,15,1,19,10,2.3,209.6
24,7.957176,81.0860204839144,54.46825,15,1,19,10,2.4,209.5
25,8.590133,80.6313224612278,54.07623,15,1,19,10,2.5,209.4
26,11.39323,80.7774574032399,54.20197,15,1,19,10,2.6,209.3
27,11.39323,80.4851875192157,53.95049,15,1,19,10,2.7,209.2
28,9.494357,80.553954852752,54.00966,15,1,19,10,2.8,209.1
29,8.228443,80.0983494768368,53.61764,15,1,19,10,2.9,209
30,8.228443,80.5281656499268,53.98747,15,1,19,10,3,208.9
