Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,0,0,15,4,19,10,0.1,63.9
2,0,44.9374210434195,28.3584,15,4,19,10,0.2,63.8
3,0,66.9206846302304,44.26099,15,4,19,10,0.3,63.7
4,0,74.5778226801906,49.60871,15,4,19,10,0.4,63.6
5,0,78.6867813381338,52.4268,15,4,19,10,0.5,63.5
6,0,79.3590744918369,52.98154,15,4,19,10,0.6,63.4
7,2.622251,79.5481875645601,53.14426,15,4,19,10,0.7,63.3
8,3.436053,79.2473174055964,52.88538,15,4,19,10,0.8,63.2
9,3.978588,79.3848636946622,53.00373,15,4,19,10,0.9,63.1
10,4.4307,79.6169548980964,53.20343,15,4,19,10,1,63
11,6.329571,80.3992196358005,53.87652,15,4,19,10,1.1,62.9
12,8.318866,80.0897492018973,53.61024,15,4,19,10,1.2,62.8
13,8.318866,80.2702736216742,53.76557,15,4,19,10,1.3,62.7
14,8.409288,80.0037929404753,53.53628,15,4,19,10,1.4,62.6
15,8.318866,80.1069497517763,53.62504,15,4,19,10,1.5,62.5
16,8.409288,80.3734304329752,53.85433,15,4,19,10,1.6,62.4
17,6.510417,80.5883327085236,54.03924,15,4,19,10,1.7,62.3
18,5.967882,80.6915011418178,54.12801,15,4,19,10,1.8,62.2
19,5.967882,80.5367543028731,53.99486,15,4,19,10,1.9,62.1
20,4.701968,80.2960628244994,53.78776,15,4,19,10,2,62
21,4.06901,80.5195653749873,53.98007,15,4,19,10,2.1,61.9
22,6.600839,80.4765872442762,53.94309,15,4,19,10,2.2,61.8
23,8.499711,80.1929060131984,53.699,15,4,19,10,2.3,61.7
24,8.499711,80.7516682004146,54.17978,15,4,19,10,2.4,61.6
25,9.675202,80.1585281574268,53.66942,15,4,19,10,2.5,61.5
26,8.138021,80.5711437806378,54.02445,15,4,19,10,2.6,61.4
27,7.324219,80.906391795373,54.31291,15,4,19,10,2.7,61.3
28,6.510417,80.5625435056983,54.01705,15,4,19,10,2.8,61.2
29,7.866754,80.3476412301499,53.83214,15,4,19,10,2.9,61.1
30,9.403935,80.553954852752,54.00966,15,4,19,10,3,61
31,9.22309,80.6399111141741,54.08362,15,4,19,10,3.1,60.9
32,8.499711,81.162103431297,54.53481,15,4,19,10,3.2,60.8
33,11.57407,80.1757170853126,53.68421,15,4,19,10,3.3,60.7
34,11.57407,80.8290358088904,54.24635,15,4,19,10,3.4,60.6
35,11.57407,80.8806025925477,54.29072,15,4,19,10,3.5,60.5
36,13.47295,80.2444844188489,53.74338,15,4,19,10,3.6,60.4
37,13.47295,80.330440680271,53.81734,15,4,19,10,3.7,60.3
38,13.47295,80.4679869693368,53.93569,15,4,19,10,3.8,60.2
39,13.47295,80.6829008668783,54.12061,15,4,19,10,3.9,60.1
40,14.73886,80.5109651000478,53.97267,15,4,19,10,4,60
41,16.00477,80.0725602740116,53.59545,15,4,19,10,4.1,59.9
42,14.73886,80.493776172162,53.95788,15,4,19,10,4.2,59.8
43,11.03154,80.7774574032399,54.20197,15,4,19,10,4.3,59.7
44,9.765625,80.8720139396015,54.28333,15,4,19,10,4.4,59.6
45,9.765625,80.5023764471015,53.96528,15,4,19,10,4.5,59.5
46,11.03154,80.5109651000478,53.97267,15,4,19,10,4.6,59.4
47,10.94112,80.4593983163905,53.9283,15,4,19,10,4.7,59.3
48,11.57407,80.8204355339509,54.23895,15,4,19,10,4.8,59.2
49,13.47295,79.8490577235237,53.40314,15,4,19,10,4.9,59.1
50,14.73886,80.2186952160236,53.72119,15,4,19,10,5,59
51,14.73886,80.6313224612278,54.07623,15,4,19,10,5.1,58.9
52,15.28139,80.8290358088904,54.24635,15,4,19,10,5.2,58.8
53,13.56337,80.1155384047226,53.63243,15,4,19,10,5.3,58.7
54,13.47295,79.7545011871622,53.32178,15,4,19,10,5.4,58.6
55,12.93041,80.4593983163905,53.9283,15,4,19,10,5.5,58.5
56,11.93576,80.553954852752,54.00966,15,4,19,10,5.6,58.4
57,10.94112,81.0691030016238,54.45345,15,4,19,10,5.7,58.3
58,11.57407,80.28746254956,53.78036,15,4,19,10,5.8,58.2
59,12.83999,80.0209818683611,53.55107,15,4,19,10,5.9,58.1
60,14.73886,80.2530846937884,53.75078,15,4,19,10,6,58
61,14.82928,81.2551038609701,54.61617,15,4,19,10,6.1,57.9
62,16.00477,80.2100949410842,53.71379,15,4,19,10,6.2,57.8
63,16.00477,80.4250088386257,53.89871,15,4,19,10,6.3,57.7
64,14.73886,80.0553713461258,53.58066,15,4,19,10,6.4,57.6
65,13.47295,80.493776172162,53.95788,15,4,19,10,6.5,57.5
66,14.73886,80.7344792725288,54.16499,15,4,19,10,6.6,57.4
67,14.82928,80.6829008668783,54.12061,15,4,19,10,6.7,57.3
68,16.72815,80.8118352590114,54.23155,15,4,19,10,6.8,57.2
69,16.63773,80.7258789975894,54.15759,15,4,19,10,6.9,57.1
70,18.5366,80.8548250117157,54.26854,15,4,19,10,7,57
71,16.00477,80.5797440555773,54.03185,15,4,19,10,7.1,56.9
72,16.63773,80.0897492018973,53.61024,15,4,19,10,7.2,56.8
73,16.00477,80.5625435056983,54.01705,15,4,19,10,7.3,56.7
74,14.82928,80.4164085636862,53.89131,15,4,19,10,7.4,56.6
75,16.63773,79.7115114344579,53.28479,15,4,19,10,7.5,56.5
76,17.7228,79.9951926655358,53.52888,15,4,19,10,7.6,56.4
77,17.90365,80.9923596787883,54.38688,15,4,19,10,7.7,56.3
78,17.90365,80.8118352590114,54.23155,15,4,19,10,7.8,56.2
79,17.90365,80.9579818230167,54.3573,15,4,19,10,7.9,56.1
80,17.90365,80.4765872442762,53.94309,15,4,19,10,8,56
81,18.17491,80.2788622746205,53.77296,15,4,19,10,8.1,55.9
82,18.62703,80.5281656499268,53.98747,15,4,19,10,8.2,55.8
83,19.89294,80.8118352590114,54.23155,15,4,19,10,8.3,55.7
84,18.5366,80.1671168103731,53.67681,15,4,19,10,8.4,55.6
85,19.25998,80.4078082887468,53.88391,15,4,19,10,8.5,55.5
86,18.44618,80.8376244618367,54.25374,15,4,19,10,8.6,55.4
87,17.90365,80.28746254956,53.78036,15,4,19,10,8.7,55.3
88,16.63773,79.9608031877711,53.49929,15,4,19,10,8.8,55.2
89,18.5366,80.553954852752,54.00966,15,4,19,10,8.9,55.1
90,18.5366,80.8118352590114,54.23155,15,4,19,10,9,55
91,17.99407,80.717290344643,54.1502,15,4,19,10,9.1,54.9
92,16.72815,80.2100949410842,53.71379,15,4,19,10,9.2,54.8
93,19.71209,80.3734304329752,53.85433,15,4,19,10,9.3,54.7
94,21.70139,80.1671168103731,53.67681,15,4,19,10,9.4,54.6
95,21.06843,80.1929060131984,53.699,15,4,19,10,9.5,54.5
96,21.70139,79.814668245759,53.37355,15,4,19,10,9.6,54.4
97,19.80252,80.2444844188489,53.74338,15,4,19,10,9.7,54.3
98,18.62703,80.1327389546016,53.64723,15,4,19,10,9.8,54.2
99,17.99407,80.8290358088904,54.24635,15,4,19,10,9.9,54.1
100,18.62703,80.3906309828541,53.86913,15,4,19,10,10,54
101,21.61097,80.7000897947641,54.1354,15,4,19,10,10.1,53.9
102,19.80252,80.5883327085236,54.03924,15,4,19,10,10.2,53.8
103,19.80252,80.906391795373,54.31291,15,4,19,10,10.3,53.7
104,19.80252,80.5281656499268,53.98747,15,4,19,10,10.4,53.6
105,18.80787,80.5195653749873,53.98007,15,4,19,10,10.5,53.5
106,19.16956,80.7602684753541,54.18718,15,4,19,10,10.6,53.4
107,19.80252,80.0983494768368,53.61764,15,4,19,10,10.7,53.3
108,19.71209,80.7688571283004,54.19457,15,4,19,10,10.8,53.2
109,20.97801,80.4336091135652,53.90611,15,4,19,10,10.9,53.1
110,20.43547,80.493776172162,53.95788,15,4,19,10,11,53
111,19.80252,80.3906309828541,53.86913,15,4,19,10,11.1,52.9
112,21.06843,80.906391795373,54.31291,15,4,19,10,11.2,52.8
113,21.06843,80.2788622746205,53.77296,15,4,19,10,11.3,52.7
114,19.98336,80.0295821433005,53.55847,15,4,19,10,11.4,52.6
