Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,31.9957782834797,20.34053,15,4,19,10,0.1,58.2
2,0,62.7378117065965,41.34675,15,4,19,10,0.2,58.1
3,0,73.4568679059646,48.7655,15,4,19,10,0.3,58
4,0,77.5290459674539,51.5614,15,4,19,10,0.4,57.9
5,0,79.2473174055964,52.88538,15,4,19,10,0.5,57.8
6,0,79.814668245759,53.37355,15,4,19,10,0.6,57.7
7,0,80.2186952160236,53.72119,15,4,19,10,0.7,57.6
8,3.978588,80.0725602740116,53.59545,15,4,19,10,0.8,57.5
9,6.510417,80.6227221862883,54.06883,15,4,19,10,0.9,57.4
10,8.409288,80.7086900697036,54.1428,15,4,19,10,1,57.3
11,10.94112,80.3562298830963,53.83953,15,4,19,10,1.1,57.2
12,11.48365,80.3734304329752,53.85433,15,4,19,10,1.2,57.1
13,12.74957,80.5023764471015,53.96528,15,4,19,10,1.3,57
14,12.74957,80.5109651000478,53.97267,15,4,19,10,1.4,56.9
15,12.93041,80.5711437806378,54.02445,15,4,19,10,1.5,56.8
16,12.93041,80.2358841439094,53.73598,15,4,19,10,1.6,56.7
17,13.56337,80.4765872442762,53.94309,15,4,19,10,1.7,56.6
18,14.82928,80.5367543028731,53.99486,15,4,19,10,1.8,56.5
19,13.56337,80.5367543028731,53.99486,15,4,19,10,1.9,56.4
20,11.6645,80.4421977665115,53.9135,15,4,19,10,2,56.3
21,12.93041,80.4765872442762,53.94309,15,4,19,10,2.1,56.2
22,13.65379,81.0691030016238,54.45345,15,4,19,10,2.2,56.1
23,14.82928,80.1155384047226,53.63243,15,4,19,10,2.3,56
24,13.56337,80.7516682004146,54.17978,15,4,19,10,2.4,55.9
25,11.6645,81.0606556912098,54.44606,15,4,19,10,2.5,55.8
26,12.65914,80.923592345252,54.32771,15,4,19,10,2.6,55.7
27,12.93041,80.3562298830963,53.83953,15,4,19,10,2.7,55.6
28,12.93041,80.4679869693368,53.93569,15,4,19,10,2.8,55.5
29,12.93041,80.7946463311256,54.21676,15,4,19,10,2.9,55.4
30,12.93041,80.7860576781794,54.20937,15,4,19,10,3,55.3
31,12.4783,80.863413664662,54.27593,15,4,19,10,3.1,55.2
32,11.6645,80.8548250117157,54.26854,15,4,19,10,3.2,55.1
33,11.03154,80.9837710258419,54.37949,15,4,19,10,3.3,55
34,12.93041,80.4765872442762,53.94309,15,4,19,10,3.4,54.9
35,12.93041,80.2015062881379,53.7064,15,4,19,10,3.5,54.8
36,13.56337,80.5969329834631,54.04664,15,4,19,10,3.6,54.7
37,13.56337,80.6313224612278,54.07623,15,4,19,10,3.7,54.6
38,13.56337,80.5883327085236,54.03924,15,4,19,10,3.8,54.5
39,16.72815,80.330440680271,53.81734,15,4,19,10,3.9,54.4
40,14.82928,80.7946463311256,54.21676,15,4,19,10,4,54.3
41,14.82928,80.717290344643,54.1502,15,4,19,10,4.1,54.2
42,16.0952,80.5109651000478,53.97267,15,4,19,10,4.2,54.1
43,14.82928,80.2272954909631,53.72859,15,4,19,10,4.3,54
44,16.0952,80.2616733467347,53.75817,15,4,19,10,4.4,53.9
45,16.0952,80.6742889699457,54.1132,15,4,19,10,4.5,53.8
46,16.72815,80.7000897947641,54.1354,15,4,19,10,4.6,53.7
47,13.56337,80.8462247367762,54.26114,15,4,19,10,4.7,53.6
48,14.82928,80.5883327085236,54.03924,15,4,19,10,4.8,53.5
49,16.0952,80.3820190859215,53.86172,15,4,19,10,4.9,53.4
50,16.72815,80.1671168103731,53.67681,15,4,19,10,5,53.3
51,16.27604,80.5023764471015,53.96528,15,4,19,10,5.1,53.2
52,16.0952,80.2186952160236,53.72119,15,4,19,10,5.2,53.1
53,16.0952,80.0553713461258,53.58066,15,4,19,10,5.3,53
54,16.72815,80.6399111141741,54.08362,15,4,19,10,5.4,52.9
55,16.27604,80.3562298830963,53.83953,15,4,19,10,5.5,52.8
56,15.19097,80.0897492018973,53.61024,15,4,19,10,5.6,52.7
57,13.56337,80.450798041451,53.9209,15,4,19,10,5.7,52.6
58,14.82928,80.1585281574268,53.66942,15,4,19,10,5.8,52.5
59,16.0952,80.1929060131984,53.699,15,4,19,10,5.9,52.4
60,16.0952,80.4250088386257,53.89871,15,4,19,10,6,52.3
61,16.00477,80.3992196358005,53.87652,15,4,19,10,6.1,52.2
62,14.82928,80.2530846937884,53.75078,15,4,19,10,6.2,52.1
63,17.90365,80.28746254956,53.78036,15,4,19,10,6.3,52
64,17.99407,80.4679869693368,53.93569,15,4,19,10,6.4,51.9
