Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,20.4916311193445,12.61113,15,2,19,10,0.1,110.3
2,0,59.2543559365768,38.58044,15,2,19,10,0.2,110.2
3,0,72.9282922880331,48.35869,15,2,19,10,0.3,110.1
4,0,77.6675755464162,51.66495,15,2,19,10,0.4,110
5,0,79.092593810638,52.75225,15,2,19,10,0.5,109.9
6,0,80.2616733467347,53.75817,15,2,19,10,0.6,109.8
7,0,80.8290358088904,54.24635,15,2,19,10,0.7,109.7
8,0,80.5367543028731,53.99486,15,2,19,10,0.8,109.6
9,1.085069,80.3906309828541,53.86913,15,2,19,10,0.9,109.5
10,4.159433,81.0095602286672,54.40168,15,2,19,10,1,109.4
11,5.967882,81.1959269651469,54.5644,15,2,19,10,1.1,109.3
12,6.058305,80.9751707509025,54.37209,15,2,19,10,1.2,109.2
13,7.776331,81.6863053369484,54.9934,15,2,19,10,1.3,109.1
14,7.957176,81.1113738458878,54.49043,15,2,19,10,1.4,109
15,7.957176,81.0691030016238,54.45345,15,2,19,10,1.5,108.9
16,7.957176,81.2635626021154,54.62357,15,2,19,10,1.6,108.8
17,7.957176,80.7946463311256,54.21676,15,2,19,10,1.7,108.7
18,7.957176,80.7688571283004,54.19457,15,2,19,10,1.8,108.6
19,8.047599,81.4833869953116,54.81588,15,2,19,10,1.9,108.5
20,8.590133,81.1705621724423,54.54221,15,2,19,10,2,108.4
21,7.957176,81.2297390682655,54.59398,15,2,19,10,2.1,108.3
22,6.058305,81.5425753218661,54.86766,15,2,19,10,2.2,108.2
23,6.058305,81.0944677943284,54.47564,15,2,19,10,2.3,108.1
24,6.058305,81.3650217729338,54.71233,15,2,19,10,2.4,108
25,6.691262,81.7962118181809,55.08955,15,2,19,10,2.5,107.9
26,6.058305,81.5172105291615,54.84547,15,2,19,10,2.6,107.8
27,7.957176,81.58484616613,54.90464,15,2,19,10,2.7,107.7
28,7.957176,81.0352908985052,54.42387,15,2,19,10,2.8,107.6
29,8.590133,81.1367386385924,54.51262,15,2,19,10,2.9,107.5
30,8.770978,81.4495748921929,54.7863,15,2,19,10,3,107.4
31,8.138021,81.4749396848976,54.80849,15,2,19,10,3.1,107.3
32,10.03689,81.8215766108855,55.11174,15,2,19,10,3.2,107.2
33,11.30281,81.3142921875246,54.66795,15,2,19,10,3.3,107.1
34,10.03689,80.1499278824873,53.66202,15,2,19,10,3.4,107
35,8.138021,81.0860204839144,54.46825,15,2,19,10,3.5,106.9
36,6.872107,80.9923596787883,54.38688,15,2,19,10,3.6,106.8
37,6.872107,81.2466565505561,54.60878,15,2,19,10,3.7,106.7
38,6.872107,80.8892028674872,54.29812,15,2,19,10,3.8,106.6
39,7.776331,81.3650217729338,54.71233,15,2,19,10,3.9,106.5
40,11.30281,81.1451973797377,54.52002,15,2,19,10,4,106.4
41,8.770978,81.3227509286699,54.67535,15,2,19,10,4.1,106.3
42,8.770978,81.3819392552244,54.72713,15,2,19,10,4.2,106.2
43,8.499711,81.1451973797377,54.52002,15,2,19,10,4.3,106.1
44,8.138021,81.5002930468709,54.83067,15,2,19,10,4.4,106
45,8.770978,81.5256578395755,54.85286,15,2,19,10,4.5,105.9
46,4.340278,81.5172105291615,54.84547,15,2,19,10,4.6,105.8
47,4.340278,81.6017522176893,54.91943,15,2,19,10,4.7,105.7
48,4.973235,80.863413664662,54.27593,15,2,19,10,4.8,105.6
49,4.973235,81.2973861359653,54.65316,15,2,19,10,4.9,105.5
50,4.973235,80.9837710258419,54.37949,15,2,19,10,5,105.4
51,6.872107,81.4833869953116,54.81588,15,2,19,10,5.1,105.3
52,4.973235,81.1113738458878,54.49043,15,2,19,10,5.2,105.2
53,4.973235,81.2720213432607,54.63097,15,2,19,10,5.3,105.1
54,8.138021,81.8638588858807,55.14873,15,2,19,10,5.4,105
55,8.138021,80.9407812731378,54.3425,15,2,19,10,5.5,104.9
56,10.03689,81.5510226322801,54.87505,15,2,19,10,5.6,104.8
57,13.11126,81.745493663503,55.04518,15,2,19,10,5.7,104.7
58,13.20168,81.3565630317885,54.70493,15,2,19,10,5.8,104.6
59,13.83463,81.4411161510477,54.7789,15,2,19,10,5.9,104.5
60,11.93576,81.119832587033,54.49783,15,2,19,10,6,104.4
61,12.65914,81.5594813734254,54.88245,15,2,19,10,6.1,104.3
62,12.93041,81.5763874249847,54.89724,15,2,19,10,6.2,104.2
63,11.84534,81.5594813734254,54.88245,15,2,19,10,6.3,104.1
64,11.30281,81.7285761812124,55.03038,15,2,19,10,6.4,104
65,11.6645,81.5002930468709,54.83067,15,2,19,10,6.5,103.9
66,12.11661,80.9579818230167,54.3573,15,2,19,10,6.6,103.8
67,13.11126,81.2804686536747,54.63836,15,2,19,10,6.7,103.7
68,13.11126,81.5256578395755,54.85286,15,2,19,10,6.8,103.6
69,10.03689,81.4749396848976,54.80849,15,2,19,10,6.9,103.5
70,11.30281,81.6186696999799,54.93423,15,2,19,10,7,103.4
71,8.770978,81.1282913281783,54.50523,15,2,19,10,7.1,103.3
72,10.03689,81.4749396848976,54.80849,15,2,19,10,7.2,103.2
73,10.03689,81.3311982390839,54.68274,15,2,19,10,7.3,103.1
74,8.770978,81.2297390682655,54.59398,15,2,19,10,7.4,103
75,8.770978,80.7258789975894,54.15759,15,2,19,10,7.5,102.9
76,8.770978,81.2635626021154,54.62357,15,2,19,10,7.6,102.8
77,11.30281,81.0606556912098,54.44606,15,2,19,10,7.7,102.7
78,11.21238,80.9751707509025,54.37209,15,2,19,10,7.8,102.6
79,11.84534,81.2128330167062,54.57919,15,2,19,10,7.9,102.5
80,6.23915,81.1874682240016,54.557,15,2,19,10,8,102.4
81,8.770978,81.0095602286672,54.40168,15,2,19,10,8.1,102.3
82,10.03689,81.1451973797377,54.52002,15,2,19,10,8.2,102.2
83,11.30281,81.3988453067837,54.74192,15,2,19,10,8.3,102.1
84,13.83463,80.8806025925477,54.29072,15,2,19,10,8.4,102
85,15.01013,81.3481157213745,54.69754,15,2,19,10,8.5,101.9
86,15.10055,81.6186696999799,54.93423,15,2,19,10,8.6,101.8
87,15.01013,82.007588900963,55.27447,15,2,19,10,8.7,101.7
88,16.18562,81.5763874249847,54.89724,15,2,19,10,8.8,101.6
89,15.10055,81.7962118181809,55.08955,15,2,19,10,8.9,101.5
90,15.82393,81.2212917578515,54.58659,15,2,19,10,9,101.4
91,16.27604,81.119832587033,54.49783,15,2,19,10,9.1,101.3
92,16.27604,81.6524818030985,54.96381,15,2,19,10,9.2,101.2
93,16.27604,81.4326574099023,54.7715,15,2,19,10,9.3,101.1
94,16.27604,81.1874682240016,54.557,15,2,19,10,9.4,101
