Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,49.7751832529383,31.67945,15,3,19,10,0.1,77.9
2,0,69.4549505185168,45.94741,15,3,19,10,0.2,77.8
3,0,75.6872541917987,50.30398,15,3,19,10,0.3,77.7
4,0,78.498766398227,52.28626,15,3,19,10,0.4,77.6
5,0,79.9865923905963,53.52148,15,3,19,10,0.5,77.5
6,0,80.4078082887468,53.88391,15,3,19,10,0.6,77.4
7,4.159433,80.4851875192157,53.95049,15,3,19,10,0.7,77.3
8,4.79239,80.9149920703125,54.32031,15,3,19,10,0.8,77.2
9,5.87746,80.8032466060651,54.22416,15,3,19,10,0.9,77.1
10,6.872107,80.657111664053,54.09842,15,3,19,10,1,77
11,7.957176,81.0437382089192,54.43126,15,3,19,10,1.1,76.9
12,7.866754,80.2960628244994,53.78776,15,3,19,10,1.2,76.8
13,7.866754,80.7774574032399,54.20197,15,3,19,10,1.3,76.7
14,6.600839,80.9751707509025,54.37209,15,3,19,10,1.4,76.6
15,6.691262,80.7258789975894,54.15759,15,3,19,10,1.5,76.5
16,6.691262,79.5825654203316,53.17384,15,3,19,10,1.6,76.4
17,8.590133,80.8032466060651,54.22416,15,3,19,10,1.7,76.3
18,8.590133,81.0437382089192,54.43126,15,3,19,10,1.8,76.2
19,7.957176,80.8978031424267,54.30552,15,3,19,10,1.9,76.1
20,8.047599,81.0437382089192,54.43126,15,3,19,10,2,76
21,6.781684,80.8720139396015,54.28333,15,3,19,10,2.1,75.9
22,9.94647,80.3218520273247,53.80995,15,3,19,10,2.2,75.8
23,8.770978,80.4250088386257,53.89871,15,3,19,10,2.3,75.7
24,10.03689,80.8118352590114,54.23155,15,3,19,10,2.4,75.6
25,8.138021,81.6778465958031,54.986,15,3,19,10,2.5,75.5
26,8.138021,81.7962118181809,55.08955,15,3,19,10,2.6,75.4
27,9.94647,81.2804686536747,54.63836,15,3,19,10,2.7,75.3
28,10.03689,81.3142921875246,54.66795,15,3,19,10,2.8,75.2
29,9.94647,81.4918457364569,54.82328,15,3,19,10,2.9,75.1
