Messpunkt,Differenzdruck,Durchfluss,Durchfluss_unkorrigiert,Poti_Wert,Vorschub,Durchmesser,Abtastung,Zeit,RUL
1,0,50.5023185697431,32.18982,15,3,19,10,0.1,75.3
2,0,69.6950476839488,46.10274,15,3,19,10,0.2,75.2
3,0,77.034286004271,51.19157,15,3,19,10,0.3,75.1
4,0,78.6768815903373,52.4194,15,3,19,10,0.4,75
5,0,79.6427441009216,53.22562,15,3,19,10,0.5,74.9
6,0,79.7115114344579,53.28479,15,3,19,10,0.6,74.8
7,1.446759,80.450798041451,53.9209,15,3,19,10,0.7,74.7
8,4.249856,80.657111664053,54.09842,15,3,19,10,0.8,74.6
9,4.701968,81.3142921875246,54.66795,15,3,19,10,0.9,74.5
10,2.803096,81.0606556912098,54.44606,15,3,19,10,1,74.4
11,5.967882,80.5625435056983,54.01705,15,3,19,10,1.1,74.3
12,8.047599,80.7086900697036,54.1428,15,3,19,10,1.2,74.2
13,7.776331,80.553954852752,54.00966,15,3,19,10,1.3,74.1
14,8.409288,80.7516682004146,54.17978,15,3,19,10,1.4,74
15,9.675202,81.2804686536747,54.63836,15,3,19,10,1.5,73.9
16,11.6645,80.6484997671204,54.09101,15,3,19,10,1.6,73.8
17,9.765625,81.0181488816135,54.40907,15,3,19,10,1.7,73.7
18,11.57407,80.9493815480772,54.3499,15,3,19,10,1.8,73.6
19,11.57407,80.657111664053,54.09842,15,3,19,10,1.9,73.5
20,9.856047,81.2297390682655,54.59398,15,3,19,10,2,73.4
21,11.48365,81.3058334463793,54.66055,15,3,19,10,2.1,73.3
22,10.76027,80.8978031424267,54.30552,15,3,19,10,2.2,73.2
23,9.765625,81.1790209135876,54.54961,15,3,19,10,2.3,73.1
24,9.94647,81.415751358343,54.75671,15,3,19,10,2.4,73
25,8.770978,80.9579818230167,54.3573,15,3,19,10,2.5,72.9
26,9.313513,81.2297390682655,54.59398,15,3,19,10,2.6,72.8
27,10.03689,81.162103431297,54.53481,15,3,19,10,2.7,72.7
28,11.12196,80.906391795373,54.31291,15,3,19,10,2.8,72.6
29,8.590133,81.2297390682655,54.59398,15,3,19,10,2.9,72.5
30,11.6645,81.5594813734254,54.88245,15,3,19,10,3,72.4
31,11.12196,81.1113738458878,54.49043,15,3,19,10,3.1,72.3
32,11.12196,81.1959269651469,54.5644,15,3,19,10,3.2,72.2
33,8.590133,81.0521969500645,54.43866,15,3,19,10,3.3,72.1
34,11.12196,80.8720139396015,54.28333,15,3,19,10,3.4,72
35,11.75492,81.0095602286672,54.40168,15,3,19,10,3.5,71.9
36,13.02083,81.3142921875246,54.66795,15,3,19,10,3.6,71.8
37,13.02083,81.5763874249847,54.89724,15,3,19,10,3.7,71.7
38,9.856047,81.3903865656385,54.73452,15,3,19,10,3.8,71.6
39,11.75492,81.407304047929,54.74932,15,3,19,10,3.9,71.5
40,11.75492,81.3650217729338,54.71233,15,3,19,10,4,71.4
41,13.02083,81.3396569802292,54.69014,15,3,19,10,4.1,71.3
42,11.75492,81.753940973917,55.05257,15,3,19,10,4.2,71.2
43,11.12196,81.2381978094108,54.60138,15,3,19,10,4.3,71.1
44,9.856047,81.2128330167062,54.57919,15,3,19,10,4.4,71
45,11.12196,81.4411161510477,54.7789,15,3,19,10,4.5,70.9
46,11.6645,80.966570475963,54.36469,15,3,19,10,4.6,70.8
47,11.48365,81.0095602286672,54.40168,15,3,19,10,4.7,70.7
48,9.94647,80.7946463311256,54.21676,15,3,19,10,4.8,70.6
49,11.21238,80.6742889699457,54.1132,15,3,19,10,4.9,70.5
50,11.12196,81.2973861359653,54.65316,15,3,19,10,5,70.4
51,10.489,80.3132633743784,53.80256,15,3,19,10,5.1,70.3
52,9.856047,81.1705621724423,54.54221,15,3,19,10,5.2,70.2
53,9.856047,81.2297390682655,54.59398,15,3,19,10,5.3,70.1
54,8.590133,81.28892739482,54.64576,15,3,19,10,5.4,70
55,11.12196,81.1790209135876,54.54961,15,3,19,10,5.5,69.9
56,11.21238,81.0606556912098,54.44606,15,3,19,10,5.6,69.8
57,11.21238,81.5256578395755,54.85286,15,3,19,10,5.7,69.7
58,11.6645,81.9568593155538,55.23009,15,3,19,10,5.8,69.6
59,11.75492,81.2973861359653,54.65316,15,3,19,10,5.9,69.5
60,11.12196,80.8462247367762,54.26114,15,3,19,10,6,69.4
61,11.75492,81.6778465958031,54.986,15,3,19,10,6.1,69.3
62,11.12196,81.0095602286672,54.40168,15,3,19,10,6.2,69.2
63,11.12196,81.3142921875246,54.66795,15,3,19,10,6.3,69.1
64,9.94647,80.9837710258419,54.37949,15,3,19,10,6.4,69
65,8.680555,80.9837710258419,54.37949,15,3,19,10,6.5,68.9
66,11.12196,80.9149920703125,54.32031,15,3,19,10,6.6,68.8
67,11.75492,81.5172105291615,54.84547,15,3,19,10,6.7,68.7
68,9.856047,81.0606556912098,54.44606,15,3,19,10,6.8,68.6
